customerkey,macro_segment,persona_label,micro_segment_id,clv_simple,churn_risk_heuristic,rfm_sum,total_revenue,age,annual_income_usd,education_level,market,gender
15750,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,906876.97506,0.698232044198895,9,2069.0782,38,102793,Some College,US,M
15768,Potential,Middle_Age_Mainstream,Potential_Middle_Age_Mainstream_Some College_US_F,927170.87868,0.698232044198895,10,2115.3796,23,82767,Some College,US,F
15770,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Doctorate_US_M,960017.08068,0.7512707182320442,9,2190.3196000000003,19,45652,Doctorate,US,M
15771,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,948238.7762700004,0.6949171270718232,10,2163.4469000000004,37,98943,Some College,US,F
15778,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Doctorate_US_F,942364.19754,0.7081767955801106,9,2150.0438000000004,35,15000,Doctorate,US,F
15780,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,979766.87868,0.7280662983425414,9,2235.3796,33,80671,Bachelor,US,F
15781,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,962985.0291300002,0.7479558011049723,9,2197.0911,37,46155,Bachelor,US,M
15813,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_AU_F,32841.819,0.7380110497237569,6,74.92999999999999,24,46548,Some College,AU,F
15815,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Some College_US_F,433.26605940594055,0.3732596685082873,12,99.84,33,58363,Some College,US,F
15819,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_F,27148.302000000003,0.7446408839779006,6,61.94,46,71642,Some College,US,F
15840,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_CA_M,900127.15506,0.7346961325966851,8,2053.6782,36,67697,Some College,CA,M
15842,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,932580.72792,0.7313812154696132,9,2127.7224,18,102238,Master,US,F
15843,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,927617.9446800002,0.7280662983425414,9,2116.3996,32,68494,Bachelor,US,F
15844,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,922499.82792,0.698232044198895,10,2104.7224,24,71019,Bachelor,US,F
15845,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_AU_M,989400.71268,0.7280662983425414,9,2257.3596,41,30340,Some College,AU,M
15852,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_F,960499.21068,0.7446408839779006,9,2191.4196,43,30291,High School,US,F
15873,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,938096.38278,0.7247513812154696,9,2140.3066,18,84627,Bachelor,US,F
15888,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,950834.69568,0.7280662983425414,9,2169.3696,49,96653,Some College,US,M
15918,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,938455.3066500002,0.6949171270718232,10,2141.1255,23,65463,Master,US,F
15934,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,939731.94306,0.7512707182320442,9,2144.0381999999995,59,107233,Bachelor,US,M
15941,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,909910.62468,0.7479558011049723,8,2075.9996,38,25303,High School,US,M
15948,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,911251.20906,0.7380110497237569,8,2079.0582,22,88528,Bachelor,US,M
15952,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_AU_F,948238.7762700004,0.7479558011049723,9,2163.4469000000004,23,47743,Bachelor,AU,F
15954,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,918847.56168,0.7313812154696132,9,2096.3896,43,42003,Some College,US,F
15959,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,917834.47506,0.7479558011049723,9,2094.0782,33,47807,Some College,US,F
15961,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_CA_M,929178.29268,0.7313812154696132,9,2119.9596,39,65977,High School,CA,M
15964,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,923221.79568,0.7081767955801106,9,2106.3696,60,89941,High School,US,M
15965,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,925268.04306,0.7247513812154696,9,2111.0382,29,87284,Bachelor,US,F
15968,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,917387.40906,0.698232044198895,10,2093.0582,39,64413,High School,US,M
15969,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_CA_M,935778.47706,0.7413259668508287,9,2135.0182,59,87368,Bachelor,CA,M
15975,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Some College_CA_F,75067.641,0.718121546961326,7,171.27,44,119002,Some College,CA,F
15976,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,932005.32768,0.7313812154696132,9,2126.4096,18,70400,Master,US,F
15980,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Doctorate_AU_F,898119.7410599999,0.7346961325966851,8,2049.0982,45,78033,Doctorate,AU,F
15990,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,907753.57506,0.7114917127071823,8,2071.0782,23,53169,Bachelor,US,F
15998,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_AU_M,941489.52606,0.7512707182320442,9,2148.0482,56,62457,Some College,AU,M
16004,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_AU_M,1007615.8470599998,0.7413259668508287,9,2298.9182,27,114947,Some College,AU,M
16056,Lost,Social_Media_Influencers,Lost_Social_Media_Influencers_High School_US_F,23913.648,0.6949171270718232,6,54.56,78,118633,High School,US,F
16065,Potential,Social_Media_Influencers,Potential_Social_Media_Influencers_High School_US_F,276922.32300000003,0.7446408839779006,7,631.8100000000001,58,67542,High School,US,F
16066,Potential,Budget_Conscious_Families,Potential_Budget_Conscious_Families_Bachelor_US_F,283823.00586000003,0.7380110497237569,7,647.5542,28,91738,Bachelor,US,F
16068,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_M,261175.34358,0.718121546961326,7,595.8826,39,106796,Bachelor,US,M
16071,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_High School_US_M,712.8525810000001,0.5257458563535912,11,97.5842,49,58951,High School,US,M
16077,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,962559.3960000002,0.7148066298342541,9,2196.1200000000003,49,28873,Some College,US,M
16078,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_AU_M,952705.5354000004,0.7413259668508287,9,2173.6380000000004,44,97057,Some College,AU,M
16079,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,933990.21306,0.7479558011049723,9,2130.9382,55,105953,Master,US,F
16080,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_High School_US_F,249638.148,0.7512707182320442,7,569.5600000000001,37,100804,High School,US,F
16092,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_CA_M,7385.355,0.698232044198895,6,16.85,36,57175,High School,CA,M
16094,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Master_AU_F,261594.972,0.7313812154696132,7,596.84,34,123739,Master,AU,F
16102,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_High School_US_M,257386.59072,0.7114917127071823,7,587.2384,50,84529,High School,US,M
16130,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_AU_F,36201.03786,0.7413259668508287,6,82.5942,43,38277,Bachelor,AU,F
16164,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_M,269541.351,0.7313812154696132,7,614.97,42,18716,Bachelor,US,M
16179,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_Some College_CA_M,959.6807462686568,0.4859668508287293,12,146.70000000000002,51,59484,Some College,CA,M
16205,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Some College_US_M,31871.07633428571,0.5191160220994475,14,4581.0582,18,82448,Some College,US,M
16236,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Master_US_M,47765.890170000006,0.6949171270718232,7,108.9799,43,64501,Master,US,M
16241,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,30676.617,0.7346961325966851,6,69.99,41,144354,High School,US,F
16261,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_High School_US_M,35363.09592000001,0.5158011049723757,14,4518.214400000001,61,88719,High School,US,M
16262,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Some College_US_F,20743.504455,0.4130386740331492,15,4543.4096,18,40519,Some College,US,F
16263,Potential,Middle_Age_Mainstream,Potential_Middle_Age_Mainstream_Some College_US_M,223342.49534,0.6948066298342541,12,4586.0882,59,15000,Some College,US,M
16297,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Bachelor_US_F,65192.131302,0.5787845303867404,13,4462.1582,39,82805,Bachelor,US,F
16307,At-risk,Price_Sensitive_Shoppers,At-risk_Price_Sensitive_Shoppers_Master_AU_M,63776.50138451613,0.5887292817679559,13,4510.7724,44,106646,Master,AU,M
16309,Potential,Social_Media_Influencers,Potential_Social_Media_Influencers_Master_US_F,219058.35633999997,0.6583425414364641,13,4498.1182,61,139811,Master,US,F
16317,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_US_F,358335.36459,0.7280662983425414,8,817.5573,46,67495,High School,US,F
16328,Potential,Budget_Conscious_Families,Potential_Budget_Conscious_Families_Some College_US_F,358335.36459,0.718121546961326,8,817.5573,44,134849,Some College,US,F
16329,Potential,Middle_Age_Mainstream,Potential_Middle_Age_Mainstream_High School_US_M,389206.017,0.7148066298342541,8,887.99,42,27017,High School,US,M
16332,At-risk,Price_Sensitive_Shoppers,At-risk_Price_Sensitive_Shoppers_Master_CA_F,983.2090094505496,0.379889502762431,13,204.1342,34,58082,Master,CA,F
16335,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_CA_F,24956.802,0.7015469613259668,6,56.94,40,37968,Some College,CA,F
16341,Lost,Budget_Conscious_Families,Lost_Budget_Conscious_Families_Some College_US_F,3001.3114285714287,0.6318232044198895,11,143.8,29,102303,Some College,US,F
16358,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_F,3497.6340000000005,0.6949171270718232,6,7.98,38,29042,Bachelor,US,F
16387,At-risk,Price_Sensitive_Shoppers,At-risk_Price_Sensitive_Shoppers_Some College_CA_F,481.9560355670104,0.3931491712707182,12,106.6615,18,80452,Some College,CA,F
16426,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_High School_US_M,30083.36095469388,0.548950276243094,14,3363.1866,44,31115,High School,US,M
16468,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_CA_F,40739.98500000001,0.7512707182320442,6,92.95,39,121133,Some College,CA,F
16475,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,980992.84761,0.7479558011049723,9,2238.1767,34,61481,Bachelor,US,M
16532,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_CA_F,970925.09661,0.7081767955801106,9,2215.2067,43,79738,Bachelor,CA,F
16533,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,996265.76175,0.698232044198895,10,2273.0225,19,15000,Bachelor,US,F
16555,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_M,18206.982,0.7148066298342541,5,41.54,64,22261,High School,US,M
16565,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Some College_AU_F,44430.202176000006,0.5390055248618785,14,4561.6224,37,50251,Some College,AU,F
16567,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_Bachelor_US_F,36988.78369924528,0.5423204419889504,14,4472.7482,36,104348,Bachelor,US,F
16617,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_US_F,39701.21400000001,0.7313812154696132,6,90.58,25,97648,Master,US,F
16628,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_High School_US_F,947.068427184466,0.3832044198895028,13,222.56,39,112568,High School,US,F
16647,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_M,25442.131590000005,0.718121546961326,6,58.04730000000001,57,21739,High School,US,M
16655,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Bachelor_US_M,16933.369860000003,0.7346961325966851,5,38.6342,52,92320,Bachelor,US,M
16665,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_Some College_US_M,1752.8792926829265,0.5588950276243094,12,163.97,50,54983,Some College,US,M
16676,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_F,11951.73972,0.7148066298342541,5,27.2684,46,46296,High School,US,F
16690,Lost,Price_Sensitive_Shoppers,Lost_Price_Sensitive_Shoppers_Some College_US_F,4560.723729473684,0.6550276243093923,11,197.7042,34,55777,Some College,US,F
16706,Lost,Young_Digital_Enthusiasts,Lost_Young_Digital_Enthusiasts_Doctorate_US_F,6717.7254825,0.6583425414364641,11,122.6142,19,70503,Doctorate,US,F
16737,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_M,4374.234,0.7214364640883978,5,9.98,36,97716,Bachelor,US,M
16761,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,970467.42375,0.7081767955801106,9,2214.1625,35,113878,Some College,US,F
16762,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,973965.0577500002,0.7048618784530387,10,2222.1425,53,92817,Master,US,F
16771,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_M,27877.72086,0.7081767955801106,6,63.6042,43,96744,High School,US,M
16775,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_F,6561.3510000000015,0.7148066298342541,5,14.97,60,138386,Some College,US,F
16801,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_M,25442.131590000005,0.7446408839779006,6,58.04730000000001,55,98977,Some College,US,M
16808,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_US_F,8162.986860000002,0.7247513812154696,5,18.6242,32,67095,Some College,US,F
16876,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_Master_US_M,899.1415838028169,0.4395580110497238,13,145.6515,18,94918,Master,US,M
16901,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_US_F,19710.351,0.6949171270718232,6,44.97,57,134347,Some College,US,F
16911,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_M,28038.051000000003,0.7413259668508287,6,63.97,57,44117,High School,US,M
16933,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_Master_US_F,550.4604603488373,0.4064088397790055,12,108.0073,20,59497,Master,US,F
16934,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_High School_US_F,2088.668076923077,0.5887292817679559,11,123.9,59,125334,High School,US,F
17044,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_F,21897.468,0.7313812154696132,5,49.96,44,64413,Some College,US,F
17053,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_Other,23663.817,0.7346961325966851,5,53.99,41,101330,Some College,US,Other
17100,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Doctorate_CA_M,64083.14172000001,0.7015469613259668,8,146.2084,61,107072,Doctorate,CA,M
17175,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,920021.59206,0.7479558011049723,9,2099.0682,57,30626,Some College,US,F
17192,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Some College_US_M,71527.89263142858,0.585414364640884,13,4569.4296,47,60285,Some College,US,M
17203,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_Bachelor_US_M,35697.37324178572,0.5025414364640884,14,4560.9238000000005,45,116744,Bachelor,US,M
17205,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_Doctorate_US_F,689.5920000000001,0.5257458563535912,11,84.96000000000001,47,70155,Doctorate,US,F
17207,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_Master_US_F,30479.862801818184,0.4826519337016575,14,4589.7124,33,15000,Master,US,F
17215,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_M,28024.902,0.7512707182320442,6,63.94,38,56731,High School,US,M
17218,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_Bachelor_AU_F,31993.531766129032,0.4826519337016575,14,4525.665,26,100422,Bachelor,AU,F
17239,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_US_F,41441.265,0.7346961325966851,6,94.55,34,119257,Master,US,F
17249,Potential,Price_Sensitive_Shoppers,Potential_Price_Sensitive_Shoppers_Bachelor_AU_F,375824.71800000005,0.6916022099447514,9,857.46,33,76627,Bachelor,AU,F
17256,Potential,Budget_Conscious_Families,Potential_Budget_Conscious_Families_Bachelor_US_F,350398.935,0.7015469613259668,9,799.45,30,91512,Bachelor,US,F
17257,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Some College_US_M,399185.40672,0.7015469613259668,9,910.7584,40,61662,Some College,US,M
17266,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Bachelor_US_F,26289.234,0.718121546961326,6,59.98,34,106191,Bachelor,US,F
17282,Lost,Budget_Conscious_Families,Lost_Budget_Conscious_Families_Bachelor_US_F,32670.882,0.7479558011049723,6,74.53999999999999,45,124461,Bachelor,US,F
17287,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,31241.322720000004,0.7380110497237569,6,71.2784,18,101466,High School,US,F
17301,At-risk,Price_Sensitive_Shoppers,At-risk_Price_Sensitive_Shoppers_High School_US_F,661.1404860000001,0.4627624309392265,12,98.0473,37,70444,High School,US,F
17304,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,14746.25286,0.718121546961326,5,33.6442,40,89773,High School,US,F
17319,At-risk,Price_Sensitive_Shoppers,At-risk_Price_Sensitive_Shoppers_Master_AU_M,474.9736687912088,0.3997790055248619,12,98.6142,34,105479,Master,AU,M
17330,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_CA_F,7577.50572,0.7148066298342541,5,17.2884,38,69231,Bachelor,CA,F
17347,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_Some College_US_M,1276.8047172000004,0.529060773480663,12,145.6542,18,102598,Some College,US,M
17372,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,759994.6680000001,0.7380110497237569,8,1733.96,43,87540,Master,US,F
17373,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,760290.16986,0.718121546961326,8,1734.6342,47,124257,Bachelor,US,F
17383,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_US_F,5377.941000000001,0.7214364640883978,5,12.27,45,99084,Master,US,F
17400,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,928331.76006,0.7413259668508287,9,2118.0282,52,57130,High School,US,M
17402,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,906876.97506,0.7148066298342541,8,2069.0782,41,123737,Some College,US,M
17404,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,749332.66986,0.698232044198895,9,1709.6342,45,90681,Bachelor,US,F
17448,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,40352.61546,0.6949171270718232,7,92.0662,41,69689,High School,US,F
17473,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_AU_M,4374.234,0.7015469613259668,6,9.98,47,31671,Some College,AU,M
17493,At-risk,Price_Sensitive_Shoppers,At-risk_Price_Sensitive_Shoppers_Some College_US_F,744.8178,0.416353591160221,13,152.94,18,82678,Some College,US,F
17529,Lost,Budget_Conscious_Families,Lost_Budget_Conscious_Families_Bachelor_AU_M,14138.85672,0.6916022099447514,6,32.2584,26,133716,Bachelor,AU,M
17579,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_Some College_US_F,1170.4159339534883,0.4262983425414365,13,229.6504,60,15000,Some College,US,F
17603,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_M,4374.234,0.7048618784530387,6,9.98,18,15000,Some College,US,M
17606,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_M,4374.234,0.7247513812154696,5,9.98,37,101436,Some College,US,M
17613,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_F,953201.55951,0.6949171270718232,10,2174.7697,54,82846,High School,US,F
17622,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_M,932005.32768,0.7247513812154696,9,2126.4096,37,98113,Master,US,M
17681,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,760290.16986,0.7247513812154696,8,1734.6342,33,56156,Some College,US,F
17701,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_F,4374.234,0.7148066298342541,5,9.98,40,15000,Some College,US,F
17778,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_High School_US_F,14350.509842,0.4296132596685083,15,2946.7166,34,45460,High School,US,F
17793,Potential,Budget_Conscious_Families,Potential_Budget_Conscious_Families_Some College_US_F,372125.466,0.7446408839779006,8,849.02,39,129180,Some College,US,F
17812,Potential,Young_Digital_Enthusiasts,Potential_Young_Digital_Enthusiasts_Master_US_F,378708.732,0.7081767955801106,8,864.04,29,58774,Master,US,F
17818,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Doctorate_US_M,3497.6340000000005,0.7247513812154696,5,7.98,53,59077,Doctorate,US,M
17829,Potential,Social_Media_Influencers,Potential_Social_Media_Influencers_Some College_US_M,352419.4980000001,0.7114917127071823,8,804.0600000000001,58,15000,Some College,US,M
17840,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,17523.234000000004,0.7048618784530387,6,39.98,37,15000,High School,US,F
17856,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_US_M,30474.999,0.7313812154696132,6,69.53,20,113435,Some College,US,M
17859,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_AU_F,760880.034,0.7313812154696132,8,1735.98,31,66698,Some College,AU,F
17862,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,766611.8145900001,0.7479558011049723,8,1749.0573,36,109272,Bachelor,US,M
17866,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,760290.16986,0.7413259668508287,8,1734.6342,45,48200,Some College,US,F
17867,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_US_M,43647.75486,0.7413259668508287,6,99.5842,25,23207,Bachelor,US,M
17868,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,760290.16986,0.7214364640883978,8,1734.6342,28,65447,Bachelor,US,M
17887,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_M,41026.72086,0.7114917127071823,6,93.6042,45,54526,High School,US,M
17888,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_F,15327.351000000002,0.7479558011049723,5,34.97,51,45421,Bachelor,US,F
17910,Potential,Young_Digital_Enthusiasts,Potential_Young_Digital_Enthusiasts_Master_US_F,438491.75625,0.7048618784530387,9,1000.4375,30,46334,Master,US,F
17912,Potential,Price_Sensitive_Shoppers,Potential_Price_Sensitive_Shoppers_Bachelor_CA_F,462155.57325,0.698232044198895,9,1054.4275,24,64351,Bachelor,CA,F
17914,Potential,Social_Media_Influencers,Potential_Social_Media_Influencers_Master_US_F,438491.75625,0.7346961325966851,8,1000.4375,83,57375,Master,US,F
17919,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_F,453827.87325,0.7346961325966851,8,1035.4275,49,41950,Bachelor,US,F
17930,Lost,Budget_Conscious_Families,Lost_Budget_Conscious_Families_Bachelor_US_M,45409.72086,0.718121546961326,6,103.6042,35,137745,Bachelor,US,M
17941,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_AU_M,773134.902,0.7280662983425414,8,1763.94,49,89654,Master,AU,M
17942,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,757798.7850000001,0.7015469613259668,9,1728.95,37,80126,Bachelor,US,F
17946,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,745543.917,0.7148066298342541,8,1700.99,50,72250,Some College,US,F
17947,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,766611.8145900001,0.7479558011049723,8,1749.0573,41,97876,Some College,US,M
17957,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_CA_M,760880.034,0.7015469613259668,9,1735.98,42,84354,Master,CA,M
17974,Potential,Young_Digital_Enthusiasts,Potential_Young_Digital_Enthusiasts_High School_AU_F,287003.22299999994,0.7081767955801106,7,654.81,37,41903,High School,AU,F
18002,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_F,34866.76500000001,0.7081767955801106,6,79.55,19,20950,Some College,US,F
18018,Lost,Social_Media_Influencers,Lost_Social_Media_Influencers_Some College_AU_M,32412.285,0.7512707182320442,6,73.95,63,15000,Some College,AU,M
18037,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_CA_M,42548.49846,0.7479558011049723,6,97.0762,29,122157,Some College,CA,M
18049,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,781358.0674500002,0.7346961325966851,8,1782.7015,20,58994,Bachelor,US,F
18050,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,766611.8145900001,0.7479558011049723,8,1749.0573,36,95302,Some College,US,M
18052,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,760290.16986,0.7214364640883978,8,1734.6342,25,81652,High School,US,M
18062,Lost,Price_Sensitive_Shoppers,Lost_Price_Sensitive_Shoppers_Master_AU_F,36808.39017,0.7048618784530387,7,83.9799,37,104201,Master,AU,F
18078,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Bachelor_US_M,55533.26745,0.7048618784530387,8,126.7015,48,72321,Bachelor,US,M
18079,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_CA_F,745543.917,0.7247513812154696,8,1700.99,53,28560,Master,CA,F
